Records:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer,enterer,modifier,created,modified
146665,occ,,,12943,,n. gen. Anconastes n. sp. vesperus,species,136412,,Anconastes vesperus,,species,136412,Missourian,Gzhelian,305.9,298.9,Berman et al.,1987,4336,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Trematopidae,37047,Anconastes,136411,,,,2,specimens,-106.347778,36.304443,,El Cobre Canyon,34761,(Cutler Formation) type horizon of Anconastes vesperus,US,New Mexico,Rio Arriba,stated in text,seconds,outcrop,"lower portion of exposed section of Cutler Formation, El Cobre Canyon, 11 km northwest of Abiquiu, specimens collected from the floor of the canyon",gp_mid,-34.93,2.53,101,US,FED,Cutler,,,group of beds,,,,,,,,"""lower portion of exposed section of the Cutler Formation, [...] approx. 200 and 170 m stratigraphically lower than the Virgilian to Wolfcampian age fossil localities of the Rio Puerco valley and San Diego Canyon""\r\nVirgilian = aka Noginskian","""The dark brown siltstone matrix in which the type specimens described here were preserved indicates deposition in an overbank facies. However, the original bed has been lost to erosion""",siltstone,brown,,,,,,,,,dry floodplain,,"""Cutler Formation redbeds at the horizon of the type locality were deposited in a fluvial system dominated by low sinuosity, multichanneled, mixed load rivers on a narrow braid plain. Numerous small ponds formed adjacent to the braid belts where they were frequently inundated by flood waters and periodically became desiccated.""\r\n",macrofossils,,,,,,,,body,good,parautochthonous,,,dispersed,random,,,,,,specimens in isolated blocks on canyon floor,taxonomic,"surface (float),field collection",,,,,,,,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,ground dwelling,Olsoniformes,,,carnivore,Olsoniformes,,,,,,hydroxyapatite,,,,Vertebrata,Anconastes,n. gen.,,,vesperus,n. sp.,691,Gzhelian,-,Gzhelian,"Kasimovian, Gzhelian","Kasimovian, Gzhelian",vertebrate,"D. S. Berman, R. R. Reisz, and D. A. Eberth. 1987. A new genus and species of trematopid amphibian from the Late Pennsylvanian of north-central New Mexico. Journal of Vertebrate Paleontology 7(3):252-269",J. Alroy,R. Whatley,E. Dunne,11/01/2002 17:57,18/07/2016 08:26
147523,occ,,R,13044,,Bolosaurus striatus,species,138029,,Bolosaurus striatus,,species,138029,Artinskian,,290.1,279.3,Case,1907,5938,Chordata,33815,Reptilia,36322,,,Bolosauridae,37510,Bolosaurus,37511,,,,2,individuals,-98.933609,33.611668,"AMNH 4685, 4686",Mouth of Godwin Creek,,"""Godlin Creek"", Locality XI of Case, 1907",US,Texas,Archer,based on nearby landmark,seconds,small collection,"Near mouth of Godwin Creek, northern portion of Archer County (Vaughn, 1955; for further details see discussion therein). Lat long is for junction of Godwin Creek and North Fork of Little Wichita River.\r\n",gp_mid,-30.27,-1.15,101,US,,Nocona,Wichita,,bed,,,,,,,,"Specimens come from a single conglomerate bed sandwiched between a sandstone above and  claystone below. ""Case's specimens of A. casei may be assigned then, to the upper Admiral of the Wichita group, Lower Permian of Texas."" (Vaughn, 1955 p. 309).\r\nLower Permian stratigraphy for Texas was modified by Hentz (1988)\r\nthe Admiral Formation is early Artinskian according to Wardlaw 2005, Permophiles (JA)\r\n","Specimens come from a fossiliferous conglomerate bed sandwiched between a sandstone above and a claystone below (see discussion in Vaughn, 1955 pp. 308/309).",conglomerate,red or brown,lithified,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection,survey of museum collection",AMNH,,,,E. C. Case,1906,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Bolosaurus,,,,striatus,,677,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,E. C. Case. 1907. Description of the Skull of Bolosaurus striatus Cope. Bulletin of the American Museum of Natural History 23:653-658,C. Sidor,C. Sidor,T. Liebrecht,17/01/2002 11:47,02/04/2009 13:35
147523,occ,21597,,13044,,n. gen. Ophiodeirus n. sp. casei,species,138981,recombined as,Araeoscelis casei,,species,138981,Artinskian,,290.1,279.3,Broom,1913,28940,Chordata,33815,Reptilia,36322,Araeoscelidia,37769,Araeoscelidae,37772,Araeoscelis,37773,,,,2,individuals,-98.933609,33.611668,"AMNH 4685, 4686",Mouth of Godwin Creek,,"""Godlin Creek"", Locality XI of Case, 1907",US,Texas,Archer,based on nearby landmark,seconds,small collection,"Near mouth of Godwin Creek, northern portion of Archer County (Vaughn, 1955; for further details see discussion therein). Lat long is for junction of Godwin Creek and North Fork of Little Wichita River.\r\n",gp_mid,-30.27,-1.15,101,US,,Nocona,Wichita,,bed,,,,,,,,"Specimens come from a single conglomerate bed sandwiched between a sandstone above and  claystone below. ""Case's specimens of A. casei may be assigned then, to the upper Admiral of the Wichita group, Lower Permian of Texas."" (Vaughn, 1955 p. 309).\r\nLower Permian stratigraphy for Texas was modified by Hentz (1988)\r\nthe Admiral Formation is early Artinskian according to Wardlaw 2005, Permophiles (JA)\r\n","Specimens come from a fossiliferous conglomerate bed sandwiched between a sandstone above and a claystone below (see discussion in Vaughn, 1955 pp. 308/309).",conglomerate,red or brown,lithified,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection,survey of museum collection",AMNH,,,,E. C. Case,1906,,,terrestrial,Diapsida,actively mobile,Osteichthyes,,Diapsida,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Ophiodeirus,n. gen.,,,casei,n. sp.,242,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,R. Broom. 1913. On the Structure and Affinities of Bolosaurus. Bulletin of the American Museum of Natural History 32:509-516,J. Mueller,T. Liebrecht,T. Liebrecht,02/04/2009 11:33,02/04/2009 13:35
147563,occ,,,13046,,Broiliellus n. sp. arroyoensis,species,136989,,Broiliellus arroyoensis,,species,136989,Kungurian,,279.3,272.3,DeMar,1967,4333,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Dissorophidae,37017,Broiliellus,37024,,,,6,specimens,-99.199997,33.809723,"FMNH UR431 (Holotype: partial skull), FMNH UR808-812, and 351.",Broiliellus pocket,28256,East Coffee Creek,US,Texas,Baylor,based on nearby landmark,seconds,small collection,DMS coordinates are for mouth of East Coffee Creek into Lake Kemp.,gp_mid,-28.89,1.8,101,US,,Arroyo,Clear Fork,,group of beds,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,foreland basin,,macrofossils,,,,,,,,body,medium,,snapshot,,,,,,,,,,taxonomic,"mechanical,survey of museum collection",,,,,,,,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,ground dwelling,Olsoniformes,,,carnivore,Olsoniformes,,,,,,hydroxyapatite,,,,Vertebrata,Broiliellus,,,,arroyoensis,n. sp.,691,Kungurian,Kungurian,Kungurian,Kungurian,Kungurian,vertebrate,R. E. DeMar. 1967. Two new species of Broiliellus (amphibians) from the Permian of Texas. Fieldiana Geology 16(5):117-129,C. Sidor,C. Sidor,E. Dunne,17/01/2002 12:16,04/07/2016 06:41
147564,occ,,,13048,,Broiliellus n. sp. olsoni,species,136990,,Broiliellus olsoni,,species,136990,Wolfcamp,,296.4,268,DeMar,1967,4333,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Dissorophidae,37017,Broiliellus,37024,,,,2,specimens,-98.147781,33.826389,,Thaxton Ranch,,Texas Ranch,US,Texas,Clay,estimated from map,seconds,small collection,"Thaxton Ranch (more commonly known as Texas Ranch) is about 2 mi ENE of Henrietta, Clay Co.",gp_mid,-29.58,-1.28,101,US,,,Wichita,,,,,,,,,,possibly from the Admiral Fm. (p. 127),,not reported,,,,,,,,,,terrestrial indet.,foreland basin,,macrofossils,,,,,,,,body,medium,,,,,,,,,,,,taxonomic,mechanical,,,,,,,,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,ground dwelling,Olsoniformes,,,carnivore,Olsoniformes,,,,,,hydroxyapatite,,,,Vertebrata,Broiliellus,,,,olsoni,n. sp.,691,-,-,-,Artinskian,"Asselian, Sakmarian, Artinskian, Kungurian",vertebrate,R. E. DeMar. 1967. Two new species of Broiliellus (amphibians) from the Permian of Texas. Fieldiana Geology 16(5):117-129,C. Sidor,C. Sidor,,17/01/2002 12:31,17/01/2002 14:31
147591,occ,,,13049,,Edaphosaurus n. sp. colohistion,species,122353,,Edaphosaurus colohistion,,species,122353,Virgilian,,303.4,298.9,Berman,1979,4337,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Edaphosauridae,38910,Edaphosaurus,38911,,,,1,specimens,-80.62722,40.044167,,I-70 Roadcut half mile East of Elm Grove,,,US,West Virginia,Ohio,estimated from map,seconds,small collection,"Road cut on Interstate highway 70, about 1/2 mile east of Elm Grove, West Virginia (p. 187)",gp_mid,-15.2,-3.5,101,US,,Pittsburgh,Monongahela,Limestone B,bed,,,,,,,,"Stratigraphy update (2012-02-20): The Pittsburgh Fm. is the lower unit of the Monongahela Group and is entirely within the Virgilian (see, e.g. Eble et al., 2006, pp. 197-222 in GSA Spec. Pap. 399) [TL]",,not reported,,,,,,,,,,fluvial indet.,foreland basin,,macrofossils,,,,,,,,body,good,,,,,,,,,,,"""The deposit from which the holotype was collected has been described by Lund (1972:51) as a meander cutoff channel that filled slowly."" p. 187",taxonomic,"selective quarrying,surface (in situ),mechanical,field collection,survey of museum collection",,,,,,,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Edaphosaurus,,,,colohistion,n. sp.,889,Gzhelian,Gzhelian,Gzhelian,Gzhelian,Gzhelian,vertebrate,"D. S. Berman. 1979. Edaphosaurus (Reptilia, Pelycosauria) from the Lower Permian of Northeastern United States, with description of a new species. Annals of the Carnegie Museum 48(11):185-202",C. Sidor,C. Sidor,,17/01/2002 12:52,17/01/2002 14:52
148242,occ,,,13080,,Cricotus sp.,genus,37197,,Cricotus,,genus,37197,Artinskian,,290.1,279.3,Romer,1928,7693,Chordata,33815,Osteichthyes,34881,,,Archeriidae,37195,Cricotus,37197,,,,39,specimens,-98.856941,33.622501,,Briar Creek,,"(Admiral Formation) Locality 13 (Romer 1928), Locality IVd (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds; Brier Creek",US,Texas,Archer,based on nearby landmark,seconds,outcrop,"""the collecting ground being mainly on the east side a few miles from the mouth, near and in the bone bed discovered by Case."" Lat long is for Dundee, approx. 9 mi south of locality, but see detailed locality map in Romer 1928. ""Zone 1. Lower Wichita; to Godwin Creek; Admiral Formation?""; DMS coordinates are for the mouth of Briar Creek into Lake Kickapoo",gp_mid,-30.21,-1.18,101,US,,Admiral,Wichita,,bed,,,,,,,,"""about 190 feet above the Coleman Junction."" Details for Faunal Zone 1 of Romer 1928: ""These beds [estimated thickness of 350 feet] occupy the middle portion of the Wichita as Cummins conceived of it; but they are now seen to occupy the lower part of this group. This zone is approximately equivalent to the Admiral Formation of Plummer and Moore (1921), although no definite correlation can be made at present."" Lower Permian stratigraphy for Texas was modified by Hentz (1988).\r\nthe Admiral Formation and middle Wichita Group are both Artinskian according to Wardlaw 2005, Permophiles (JA)","red-beds, ""a series of typical red beds, consisting of clays, sandstone and shales, mostly red in color, and devoid of limestones."" ",claystone,red,,,,sandstone,red,,,,terrestrial indet.,,terrestrial and near-shore deposition,macrofossils,,,,,,,,body,,,,,#NAME?,,,,,,,,taxonomic,survey of museum collection,,,,,,,Romer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Osteichthyes,,Tetrapoda,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Cricotus,,,,sp.,,1452,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,A. S. Romer. 1928. Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds. University of Texas Bulletin 2801:67-108,J. Alroy,R. Whatley,E. Dunne,18/01/2002 14:08,16/08/2016 05:30
148243,occ,,,13080,,Eryops sp.,genus,37011,,Eryops,,genus,37011,Artinskian,,290.1,279.3,Romer,1928,7693,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Eryopidae,37007,Eryops,37011,,,,56,specimens,-98.856941,33.622501,,Briar Creek,,"(Admiral Formation) Locality 13 (Romer 1928), Locality IVd (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds; Brier Creek",US,Texas,Archer,based on nearby landmark,seconds,outcrop,"""the collecting ground being mainly on the east side a few miles from the mouth, near and in the bone bed discovered by Case."" Lat long is for Dundee, approx. 9 mi south of locality, but see detailed locality map in Romer 1928. ""Zone 1. Lower Wichita; to Godwin Creek; Admiral Formation?""; DMS coordinates are for the mouth of Briar Creek into Lake Kickapoo",gp_mid,-30.21,-1.18,101,US,,Admiral,Wichita,,bed,,,,,,,,"""about 190 feet above the Coleman Junction."" Details for Faunal Zone 1 of Romer 1928: ""These beds [estimated thickness of 350 feet] occupy the middle portion of the Wichita as Cummins conceived of it; but they are now seen to occupy the lower part of this group. This zone is approximately equivalent to the Admiral Formation of Plummer and Moore (1921), although no definite correlation can be made at present."" Lower Permian stratigraphy for Texas was modified by Hentz (1988).\r\nthe Admiral Formation and middle Wichita Group are both Artinskian according to Wardlaw 2005, Permophiles (JA)","red-beds, ""a series of typical red beds, consisting of clays, sandstone and shales, mostly red in color, and devoid of limestones."" ",claystone,red,,,,sandstone,red,,,,terrestrial indet.,,terrestrial and near-shore deposition,macrofossils,,,,,,,,body,,,,,#NAME?,,,,,,,,taxonomic,survey of museum collection,,,,,,,Romer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,amphibious,Temnospondyli,,,carnivore,Temnospondyli,,,,,,hydroxyapatite,,,,Vertebrata,Eryops,,,,sp.,,2072,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,A. S. Romer. 1928. Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds. University of Texas Bulletin 2801:67-108,J. Alroy,R. Whatley,E. Dunne,18/01/2002 14:08,16/08/2016 05:30
148244,occ,,,13080,,Aspidosaurus sp.,genus,37021,,Aspidosaurus,,genus,37021,Artinskian,,290.1,279.3,Romer,1928,7693,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Dissorophidae,37017,Aspidosaurus,37021,,,,2,specimens,-98.856941,33.622501,,Briar Creek,,"(Admiral Formation) Locality 13 (Romer 1928), Locality IVd (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds; Brier Creek",US,Texas,Archer,based on nearby landmark,seconds,outcrop,"""the collecting ground being mainly on the east side a few miles from the mouth, near and in the bone bed discovered by Case."" Lat long is for Dundee, approx. 9 mi south of locality, but see detailed locality map in Romer 1928. ""Zone 1. Lower Wichita; to Godwin Creek; Admiral Formation?""; DMS coordinates are for the mouth of Briar Creek into Lake Kickapoo",gp_mid,-30.21,-1.18,101,US,,Admiral,Wichita,,bed,,,,,,,,"""about 190 feet above the Coleman Junction."" Details for Faunal Zone 1 of Romer 1928: ""These beds [estimated thickness of 350 feet] occupy the middle portion of the Wichita as Cummins conceived of it; but they are now seen to occupy the lower part of this group. This zone is approximately equivalent to the Admiral Formation of Plummer and Moore (1921), although no definite correlation can be made at present."" Lower Permian stratigraphy for Texas was modified by Hentz (1988).\r\nthe Admiral Formation and middle Wichita Group are both Artinskian according to Wardlaw 2005, Permophiles (JA)","red-beds, ""a series of typical red beds, consisting of clays, sandstone and shales, mostly red in color, and devoid of limestones."" ",claystone,red,,,,sandstone,red,,,,terrestrial indet.,,terrestrial and near-shore deposition,macrofossils,,,,,,,,body,,,,,#NAME?,,,,,,,,taxonomic,survey of museum collection,,,,,,,Romer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,ground dwelling,Olsoniformes,,,carnivore,Olsoniformes,,,,,,hydroxyapatite,,,,Vertebrata,Aspidosaurus,,,,sp.,,691,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,A. S. Romer. 1928. Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds. University of Texas Bulletin 2801:67-108,J. Alroy,R. Whatley,E. Dunne,18/01/2002 14:08,16/08/2016 05:30
148245,occ,,,13080,,Zatrachys serratus,species,255221,,Zatrachys serratus,,species,255221,Artinskian,,290.1,279.3,Romer,1928,7693,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Zatracheidae,37053,Zatrachys,37056,,,,1,specimens,-98.856941,33.622501,"this specimen apparently assigned ""neotype"" as the type (Loc. 9) is lost (Romer 1928).",Briar Creek,,"(Admiral Formation) Locality 13 (Romer 1928), Locality IVd (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds; Brier Creek",US,Texas,Archer,based on nearby landmark,seconds,outcrop,"""the collecting ground being mainly on the east side a few miles from the mouth, near and in the bone bed discovered by Case."" Lat long is for Dundee, approx. 9 mi south of locality, but see detailed locality map in Romer 1928. ""Zone 1. Lower Wichita; to Godwin Creek; Admiral Formation?""; DMS coordinates are for the mouth of Briar Creek into Lake Kickapoo",gp_mid,-30.21,-1.18,101,US,,Admiral,Wichita,,bed,,,,,,,,"""about 190 feet above the Coleman Junction."" Details for Faunal Zone 1 of Romer 1928: ""These beds [estimated thickness of 350 feet] occupy the middle portion of the Wichita as Cummins conceived of it; but they are now seen to occupy the lower part of this group. This zone is approximately equivalent to the Admiral Formation of Plummer and Moore (1921), although no definite correlation can be made at present."" Lower Permian stratigraphy for Texas was modified by Hentz (1988).\r\nthe Admiral Formation and middle Wichita Group are both Artinskian according to Wardlaw 2005, Permophiles (JA)","red-beds, ""a series of typical red beds, consisting of clays, sandstone and shales, mostly red in color, and devoid of limestones."" ",claystone,red,,,,sandstone,red,,,,terrestrial indet.,,terrestrial and near-shore deposition,macrofossils,,,,,,,,body,,,,,#NAME?,,,,,,,,taxonomic,survey of museum collection,,,,,,,Romer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.,,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,Temnospondyli,ground dwelling,Olsoniformes,,,carnivore,Olsoniformes,,,,,,hydroxyapatite,,,,Vertebrata,Zatrachys,,,,serratus,,691,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,A. S. Romer. 1928. Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds. University of Texas Bulletin 2801:67-108,J. Alroy,R. Whatley,E. Dunne,18/01/2002 14:08,16/08/2016 05:30
