Records:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer,enterer,modifier,created,modified
147523,occ,,R,13044,,Bolosaurus striatus,species,138029,,Bolosaurus striatus,,species,138029,Artinskian,,290.1,279.3,Case,1907,5938,Chordata,33815,Reptilia,36322,,,Bolosauridae,37510,Bolosaurus,37511,,,,2,individuals,-98.933609,33.611668,"AMNH 4685, 4686",Mouth of Godwin Creek,,"""Godlin Creek"", Locality XI of Case, 1907",US,Texas,Archer,based on nearby landmark,seconds,small collection,"Near mouth of Godwin Creek, northern portion of Archer County (Vaughn, 1955; for further details see discussion therein). Lat long is for junction of Godwin Creek and North Fork of Little Wichita River.\r\n",gp_mid,-30.27,-1.15,101,US,,Nocona,Wichita,,bed,,,,,,,,"Specimens come from a single conglomerate bed sandwiched between a sandstone above and  claystone below. ""Case's specimens of A. casei may be assigned then, to the upper Admiral of the Wichita group, Lower Permian of Texas."" (Vaughn, 1955 p. 309).\r\nLower Permian stratigraphy for Texas was modified by Hentz (1988)\r\nthe Admiral Formation is early Artinskian according to Wardlaw 2005, Permophiles (JA)\r\n","Specimens come from a fossiliferous conglomerate bed sandwiched between a sandstone above and a claystone below (see discussion in Vaughn, 1955 pp. 308/309).",conglomerate,red or brown,lithified,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection,survey of museum collection",AMNH,,,,E. C. Case,1906,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Bolosaurus,,,,striatus,,677,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,E. C. Case. 1907. Description of the Skull of Bolosaurus striatus Cope. Bulletin of the American Museum of Natural History 23:653-658,C. Sidor,C. Sidor,T. Liebrecht,17/01/2002 11:47,02/04/2009 13:35
147523,occ,21597,,13044,,n. gen. Ophiodeirus n. sp. casei,species,138981,recombined as,Araeoscelis casei,,species,138981,Artinskian,,290.1,279.3,Broom,1913,28940,Chordata,33815,Reptilia,36322,Araeoscelidia,37769,Araeoscelidae,37772,Araeoscelis,37773,,,,2,individuals,-98.933609,33.611668,"AMNH 4685, 4686",Mouth of Godwin Creek,,"""Godlin Creek"", Locality XI of Case, 1907",US,Texas,Archer,based on nearby landmark,seconds,small collection,"Near mouth of Godwin Creek, northern portion of Archer County (Vaughn, 1955; for further details see discussion therein). Lat long is for junction of Godwin Creek and North Fork of Little Wichita River.\r\n",gp_mid,-30.27,-1.15,101,US,,Nocona,Wichita,,bed,,,,,,,,"Specimens come from a single conglomerate bed sandwiched between a sandstone above and  claystone below. ""Case's specimens of A. casei may be assigned then, to the upper Admiral of the Wichita group, Lower Permian of Texas."" (Vaughn, 1955 p. 309).\r\nLower Permian stratigraphy for Texas was modified by Hentz (1988)\r\nthe Admiral Formation is early Artinskian according to Wardlaw 2005, Permophiles (JA)\r\n","Specimens come from a fossiliferous conglomerate bed sandwiched between a sandstone above and a claystone below (see discussion in Vaughn, 1955 pp. 308/309).",conglomerate,red or brown,lithified,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection,survey of museum collection",AMNH,,,,E. C. Case,1906,,,terrestrial,Diapsida,actively mobile,Osteichthyes,,Diapsida,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Ophiodeirus,n. gen.,,,casei,n. sp.,242,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,R. Broom. 1913. On the Structure and Affinities of Bolosaurus. Bulletin of the American Museum of Natural History 32:509-516,J. Mueller,T. Liebrecht,T. Liebrecht,02/04/2009 11:33,02/04/2009 13:35
147591,occ,,,13049,,Edaphosaurus n. sp. colohistion,species,122353,,Edaphosaurus colohistion,,species,122353,Virgilian,,303.4,298.9,Berman,1979,4337,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Edaphosauridae,38910,Edaphosaurus,38911,,,,1,specimens,-80.62722,40.044167,,I-70 Roadcut half mile East of Elm Grove,,,US,West Virginia,Ohio,estimated from map,seconds,small collection,"Road cut on Interstate highway 70, about 1/2 mile east of Elm Grove, West Virginia (p. 187)",gp_mid,-15.2,-3.5,101,US,,Pittsburgh,Monongahela,Limestone B,bed,,,,,,,,"Stratigraphy update (2012-02-20): The Pittsburgh Fm. is the lower unit of the Monongahela Group and is entirely within the Virgilian (see, e.g. Eble et al., 2006, pp. 197-222 in GSA Spec. Pap. 399) [TL]",,not reported,,,,,,,,,,fluvial indet.,foreland basin,,macrofossils,,,,,,,,body,good,,,,,,,,,,,"""The deposit from which the holotype was collected has been described by Lund (1972:51) as a meander cutoff channel that filled slowly."" p. 187",taxonomic,"selective quarrying,surface (in situ),mechanical,field collection,survey of museum collection",,,,,,,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Edaphosaurus,,,,colohistion,n. sp.,889,Gzhelian,Gzhelian,Gzhelian,Gzhelian,Gzhelian,vertebrate,"D. S. Berman. 1979. Edaphosaurus (Reptilia, Pelycosauria) from the Lower Permian of Northeastern United States, with description of a new species. Annals of the Carnegie Museum 48(11):185-202",C. Sidor,C. Sidor,,17/01/2002 12:52,17/01/2002 14:52
148250,occ,,,13080,,Theropleura sp.,genus,138047,subjective synonym of,Ophiacodon,,genus,38888,Artinskian,,290.1,279.3,Romer,1928,7693,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Ophiacodontidae,38884,Ophiacodon,38888,,,,11,specimens,-98.856941,33.622501,,Briar Creek,,"(Admiral Formation) Locality 13 (Romer 1928), Locality IVd (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds; Brier Creek",US,Texas,Archer,based on nearby landmark,seconds,outcrop,"""the collecting ground being mainly on the east side a few miles from the mouth, near and in the bone bed discovered by Case."" Lat long is for Dundee, approx. 9 mi south of locality, but see detailed locality map in Romer 1928. ""Zone 1. Lower Wichita; to Godwin Creek; Admiral Formation?""; DMS coordinates are for the mouth of Briar Creek into Lake Kickapoo",gp_mid,-30.21,-1.18,101,US,,Admiral,Wichita,,bed,,,,,,,,"""about 190 feet above the Coleman Junction."" Details for Faunal Zone 1 of Romer 1928: ""These beds [estimated thickness of 350 feet] occupy the middle portion of the Wichita as Cummins conceived of it; but they are now seen to occupy the lower part of this group. This zone is approximately equivalent to the Admiral Formation of Plummer and Moore (1921), although no definite correlation can be made at present."" Lower Permian stratigraphy for Texas was modified by Hentz (1988).\r\nthe Admiral Formation and middle Wichita Group are both Artinskian according to Wardlaw 2005, Permophiles (JA)","red-beds, ""a series of typical red beds, consisting of clays, sandstone and shales, mostly red in color, and devoid of limestones."" ",claystone,red,,,,sandstone,red,,,,terrestrial indet.,,terrestrial and near-shore deposition,macrofossils,,,,,,,,body,,,,,#NAME?,,,,,,,,taxonomic,survey of museum collection,,,,,,,Romer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Theropleura,,,,sp.,,929,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,A. S. Romer. 1928. Vertebrate faunal horizons in the Texas Permo-Carboniferous red beds. University of Texas Bulletin 2801:67-108,J. Alroy,R. Whatley,E. Dunne,18/01/2002 14:08,16/08/2016 05:30
148257,occ,,,13083,,n. gen. Noteosaurus n. sp. africanus,species,138739,nomen dubium,Mesosauridae,,family,37578,Artinskian,,290.1,279.3,Modesto,1996,4307,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Mesosauridae,37578,,,,,,1,individuals,23.116667,-31.4,"SAM 2358 (type); originally entered as ""Mesosauridae sp."" along with the note that the specimen was formerly referred to as Noteosaurus africanus, which is now considered a nomen dubium; entry changed after authority and opinion data on ""Noteosaurus"" and ""Noteosaurus africanus"" were entered",Victoria West District,," (""Dwyka Formation"") Karoo, Karroo",ZA,Northern Cape,Victoria West (Ubuntu),based on nearby landmark,minutes,small collection,"""Reported by Broom (1913) to have been collected from the Dwyka Formation in the Victoria West District, South Africa."" (Modesto, 1996).\r\nDMS coordinates are for town of Victoria West.",gp_mid,-47.63,-62.51,701,ZA,,Whitehill,Ecca,,bed,,,,,,,,"Stratigraphic range originally entered as >>Rotliegend<<.\r\nThe name ""Dwyka"", formerly applied to the Permo-Carboniferous glacial deposits als well as to the shales directly overlying them (""Upper Shales"" = Prince Albert and Whitehill Formations; cf., e. g., Chapter VII ""The Karroo System"" in Rogers & Du Toit, 1909, An Introduction to the Geology of Cape Colony, 2nd ed.; Catuneanu et al., 2005, J. Afr. Earth Sci. 43), now is exclusively restricted to the glacial deposits and all the overlying shales are entirely included in the Ecca Group (Catuneanu et al., 2005 fig. 2). Also, Broom (1909 in Rogers & Du Toit) and later Oelofsen & Araujo (1987, S. Afr. J. Sci. 83) say that the occurrence of mesosaurs in South Africa is exclusively restricted to the Whitehill Formation (""the White Band"") of the Ecca Group. Thus, the type locality of Noteosaururus africanus is tentatively assigned to the Whitehill Formation in the present collection record.\r\nRadiometric ages of the Collinson Fm. (overlying the Whitehill Fm.) vary between 270 and 275 Ma (Turner, 1999, J. Afr. Earth Sci. 28(1); Fildani et al., 2007 J. Sedim. Res. 77), and radiometric ages of the basal beds of the Prince Albert Fm. (underlying the Whitehill Fm.) vary between 293 and 285 Ma (Bangert et al., 1999, J. Afr. Earth Sci. 29(1)), implying an Artinskian age for the Whitehill Fm. (see time scales of Gradstein et al. (2004) and Ogg et al. (2008)). Radiometric dating within the Whitehill Fm. of southern Namibia (Werner, 2006, PhD thesis, http://www.opus-bayern.de/uni-wuerzburg/volltexte/2007/2175/pdf/00-Complete_thesis-STD.pdf) corroborates an assigment to the Artinskian. ","not reported but probably a dark, whitish weathering shale",not reported,,,,,,,,,,marine indet.,foreland basin,There is no consensus about the true nature (lacustrine/brackish/fully marine) of the water body in which the mesosaurs lived. The environment is tentatively chosen to have been marine. ,macrofossils,,,,,,,,mold/impression,variable,autochthonous,time-averaged,,,,,,,,,"Articulated partial skeleton in a single block.\r\n""SAM 2358, like all specimens referrable to Mesosaurus and some Stereosternum material, is an impression of the original skeleton [...]"" (Modesto, 1996).",taxonomic,survey of museum collection,,,,,,,"SAM = South African Museum, Cape Town","Two other mesosaurid taxa are present in the ""Dwyka Formation"", Mesosaurus tenuidens, and Stereosternum tumidum (otherwise known from South America). Specific localities are not indicated. ","coastal,marine,brackish",Mesosauridae,actively mobile,Mesosauridae,amphibious,Mesosauridae,,,piscivore,Mesosauridae,dispersal=direct/internal,Mesosauridae,"addition of parts,modification of parts",Mesosauridae,,hydroxyapatite,,,,Vertebrata,Noteosaurus,n. gen.,,,africanus,n. sp.,2206,Artinskian,Artinskian,Artinskian,Artinskian,Artinskian,vertebrate,S. P. Modesto. 1996. Noteosaurus africanus Broom is a nomen dubium. Journal of Vertebrate Paleontology 16(1):172-174,J. Alroy,R. Whatley,T. Liebrecht,18/01/2002 16:12,05/01/2009 17:21
149745,occ,,,13257,,cf. Ophiacodon navajovicus,species,122334,,Ophiacodon navajovicus,,species,54987,Asselian,Sakmarian,298.9,290.1,Vaughn,1962,4394,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Ophiacodontidae,38884,Ophiacodon,38888,,,,,,-109.848053,37.174168,,Platyhystrix pocket Locality,,(Cutler Formation) Halgaito Tongue,US,Utah,San Juan,based on nearby landmark,seconds,,"NW 1/4 Sec. 21, T. 42S, R. 19 E. Lime Creek Valley\r\nLat.Long. based on Mexican Hat Rock",gp_mid,-35.77,6.4,101,US,FED,Cutler,,,group of beds,,,,,,,,"""The known fossils from the Halgaito tongue of the Cutler Formation, with rare exceptions, were found in lenses of channel conglomerates or in cross-bedded sandstones immediately above, below, or at the lateral edges of such conglomerates.""",Finely laminated red sandstone and conglomerates.,sandstone,"""cross stratification"",red",,,Y,conglomerate,"pebbly,gray,red or brown",,calcareous,,"""channel""",,,macrofossils,,,,,,,,"body,cast",,,,,,,,,frequent,,,,taxonomic,field collection,,,,,,,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Ophiacodon,cf.,,,navajovicus,,929,Sakmarian,-,Sakmarian,"Asselian, Sakmarian","Asselian, Sakmarian",vertebrate,"P. P. Vaughn. 1962. Vertebrates from the Halgaito Tongue of the Cutler Formation, Permian of San Juan County, Utah. Journal of Paleontology 36(3):529-539",J. Alroy,R. Whatley,,02/02/2002 19:23,02/02/2002 21:23
149746,occ,,,13257,,Sphenacodontidae indet.,family,38901,,Sphenacodontidae,,family,38901,Asselian,Sakmarian,298.9,290.1,Vaughn,1962,4394,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Sphenacodontidae,38901,,,,,,1,individuals,-109.848053,37.174168,,Platyhystrix pocket Locality,,(Cutler Formation) Halgaito Tongue,US,Utah,San Juan,based on nearby landmark,seconds,,"NW 1/4 Sec. 21, T. 42S, R. 19 E. Lime Creek Valley\r\nLat.Long. based on Mexican Hat Rock",gp_mid,-35.77,6.4,101,US,FED,Cutler,,,group of beds,,,,,,,,"""The known fossils from the Halgaito tongue of the Cutler Formation, with rare exceptions, were found in lenses of channel conglomerates or in cross-bedded sandstones immediately above, below, or at the lateral edges of such conglomerates.""",Finely laminated red sandstone and conglomerates.,sandstone,"""cross stratification"",red",,,Y,conglomerate,"pebbly,gray,red or brown",,calcareous,,"""channel""",,,macrofossils,,,,,,,,"body,cast",,,,,,,,,frequent,,,,taxonomic,field collection,,,,,,,,,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Sphenacodontidae,,,,indet.,,905,Sakmarian,-,Sakmarian,"Asselian, Sakmarian","Asselian, Sakmarian",vertebrate,"P. P. Vaughn. 1962. Vertebrates from the Halgaito Tongue of the Cutler Formation, Permian of San Juan County, Utah. Journal of Paleontology 36(3):529-539",J. Alroy,R. Whatley,,02/02/2002 19:23,02/02/2002 21:23
157309,occ,,,13947,,Ophiacodon cf. mirus,species,123418,,Ophiacodon mirus,,species,123418,Virgilian,,303.4,298.9,Kissel and Lehman,2002,6174,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Ophiacodontidae,38884,Ophiacodon,38888,,,,30,specimens,-96.699997,34.933334,"OMNH 55200, 55203, 55204, 55208, 55210, 55216, 55220, 55224, 55229, 55234, 55235, 55236 to 55241, 55243, 55244, 55246, 55252 to 55259, 55274, 55275, 55292",OMNH V1005,,,US,Oklahoma,Seminole,based on nearby landmark,minutes,small collection,"""just north of the Canadian River""; shown on map as due north of Ada, in the southermost part of Seminole County; this is just north of the town of Tyrola",gp_mid,-28.89,-2.47,101,US,,Ada,,,bed,,,,,,,,"from a ""single stratigraphic horizon... 22.4 m above the contact"" with the ""underlying Vamoosa Formation""",,mudstone,gray,,,,,,,,,coarse channel fill,,"bone horizon is from ""tributary channel fill deposits"" immediately below a layer of ""pedogenic carbonate nodules""",macrofossils,,,,,,,,body,,allochthonous,time-averaged,,,preferred,,,occasional,,,,taxonomic,"selective quarrying,surface (float),sieve,field collection",,,250 specimens,,,,"All of the in situ specimens recovered from the locality were found within a single stratigraphic horizon stretching approximately 11 m along the face of the outcrop. Screenwashing of 40 kg of sediment recovered ""very little additional material""","authors report minimum number of individuals, but material is transported and allochthonous, so specimen counts are recorded instead",terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Ophiacodon,,,,mirus,cf.,929,Gzhelian,Gzhelian,Gzhelian,Gzhelian,Gzhelian,vertebrate,"R. A. Kissel and T. M. Lehman. 2002. Upper Pennsylvanian tetrapods from the Ada Formation of Seminole County, Oklahoma. Journal of Paleontology 76(3):529-545",J. Alroy,J. Alroy,T. Liebrecht,05/05/2002 16:35,10/11/2009 10:12
157310,occ,,,13947,,Sphenacodontia indet.,suborder,95328,,Sphenacodontia,,suborder,95328,Virgilian,,303.4,298.9,Kissel and Lehman,2002,6174,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,,,,,,,,2,specimens,-96.699997,34.933334,"OMNH 55236, 55365",OMNH V1005,,,US,Oklahoma,Seminole,based on nearby landmark,minutes,small collection,"""just north of the Canadian River""; shown on map as due north of Ada, in the southermost part of Seminole County; this is just north of the town of Tyrola",gp_mid,-28.89,-2.47,101,US,,Ada,,,bed,,,,,,,,"from a ""single stratigraphic horizon... 22.4 m above the contact"" with the ""underlying Vamoosa Formation""",,mudstone,gray,,,,,,,,,coarse channel fill,,"bone horizon is from ""tributary channel fill deposits"" immediately below a layer of ""pedogenic carbonate nodules""",macrofossils,,,,,,,,body,,allochthonous,time-averaged,,,preferred,,,occasional,,,,taxonomic,"selective quarrying,surface (float),sieve,field collection",,,250 specimens,,,,"All of the in situ specimens recovered from the locality were found within a single stratigraphic horizon stretching approximately 11 m along the face of the outcrop. Screenwashing of 40 kg of sediment recovered ""very little additional material""","authors report minimum number of individuals, but material is transported and allochthonous, so specimen counts are recorded instead",terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Sphenacodontia,,,,indet.,,1665,Gzhelian,Gzhelian,Gzhelian,Gzhelian,Gzhelian,vertebrate,"R. A. Kissel and T. M. Lehman. 2002. Upper Pennsylvanian tetrapods from the Ada Formation of Seminole County, Oklahoma. Journal of Paleontology 76(3):529-545",J. Alroy,J. Alroy,T. Liebrecht,05/05/2002 16:35,10/11/2009 10:12
219912,occ,,,22635,,Edaphosaurus boanerges,species,122352,,Edaphosaurus boanerges,,species,122352,Wolfcamp,,296.4,268,Sander,1989,5743,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Edaphosauridae,38910,Edaphosaurus,38911,,,,,,-98.389999,33.34,,Archer City Bonebed 3,,"ETE Locality 1509, Archer City Bonebed 3, ",US,Texas,,,4,basin,,gp_mid,-30.01,-1.59,101,US,,Archer City,Wichita,,,,,,,,,,"ETE dating method: time_unit, ETE age comment: . radiometric intage_max, radiometric intage_min\r\noriginally entered as Asselian to Olenekian","ETE rock type adj: ""gray,blocky"", ETE lithology comments: .",mudstone,gray,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: ab_chan_fill ETE event: ., ETE env comment: .",,,,,,,,,,,,,,,,,,,,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,1 specimens,,,,"ETE Size: .; ETE reference list: 478, ; ETE museum list: ",,terrestrial,Amniota,actively mobile,Osteichthyes,,Amniota,,,,,,,,,,hydroxyapatite,,,,Vertebrata,Edaphosaurus,,,,boanerges,,889,-,-,-,Artinskian,"Asselian, Sakmarian, Artinskian, Kungurian",,"P. M. Sander. 1989. Early Permian Depositional Environments of Pond Bonebeds in Central Archer County, Texas. Palaeogeography, Palaeoclimatology, Palaeoecology 69:1-21",A. Behrensmeyer,A. Behrensmeyer,E. Dunne,10/07/2002 20:49,18/07/2016 10:34
